QTYPE,bpw,ppl
q8_0,8.504,3.2119
iq5_ks,5.289,3.2276
q4_1,5.0666,3.2219
iq4_k,4.701,3.2286
iq4_k,4.578,3.2483
iq4_k,4.5294,3.2299
iq4_k,4.5147,3.235
iq4_k,4.508,3.2895
iq4_ks,4.2683,3.2598
iq3_kl,3.9619,3.2473
iq3_kl,3.9436,3.2466
iq3_kl,3.847,3.273
iq3_m,3.598,3.2983
iq3_m,3.5811,3.273
iq3_k,3.483,3.3056
iq3_xs,3.2491,3.3057
iq3_ks,3.1854,3.3317
iq3_ks,3.1736,3.3299
iq3_kt,3.1521,3.3273
iq3_kt,3.1444,3.3317
iq3_kt,3.1442,3.33
iq3_kt,3.1047,3.3427
iq3_kt,3.1023,3.3467
iq3_xxs,2.994,3.5278
iq3_xxs,2.93,3.4379
iq2_m,2.799,3.5069
iq2_m,2.7944,3.4451
iq2_s,2.514,3.6378
iq2_kt,2.1198,4.0294
iq2_xxs,1.9445,4.3624
iq2_xxs,1.9397,4.3581
iq1_m,1.664,4.8805
iq1_m,1.664,4.8831
