QTYPE,bpw,ppl
bf16,16.005,3.4852
q8_0,8.508,3.4862
iq6_k,6.805,3.4883
q4_1,5.1053,3.4931
iq4_ks,4.2553,3.5168
iq4_xs,4.206,3.5102
iq3_kl,3.9057,3.5255
iq3_kl,3.9,3.5409
iq3_m,3.7535,3.5319
iq3_k,3.4038,3.5465
iq3_ks,3.2108,3.586
iq3_xxs,2.994,3.6536
iq2_kl,2.6833,3.7197
iq2_s,2.5531,3.7432
iq2_k,2.4672,3.774
iq2_k,2.46,3.8717
iq2_k,2.3558,3.8169
iq2_k,2.344,3.9153
iq2_ks,2.1635,3.9902
iq2_xxs,2.0001,4.1015
iq2_xxs,1.9321,4.1364
iq2_xxs,1.925,4.2523
iq1_kt,1.8359,4.3008
iq1_m,1.7015,4.656
